timestamp,entry_open,entry_high,entry_low,entry_close,entry_rsi,entry_macd,entry_bb_upper,entry_bb_lower,filter_vwap,direction_adx
2025-07-25 17:00:00,,,,,,,,,,24.306955908406728
2025-07-25 18:00:00,,,,,,,,,,23.716804057480783
2025-07-25 19:00:00,,,,,,,,,,22.644616968892187
2025-07-25 20:00:00,,,,,,,,,,21.26939611815178
2025-07-25 21:00:00,,,,,,,,,,20.622241767942274
2025-07-25 22:00:00,,,,,,,,,,20.284702257006195
2025-07-25 23:00:00,,,,,,,,,,19.97127271113698
2025-07-26 00:00:00,,,,,,,,,,19.680230989972706
2025-07-26 01:00:00,,,,,,,,,,20.180590773105084
2025-07-26 02:00:00,,,,,,,,,,22.296775960990313
2025-07-26 03:00:00,,,,,,,,,,24.593985547110396
2025-07-26 04:00:00,,,,,,,,,,26.88678526768196
2025-07-26 05:00:00,,,,,,,,,,29.015813579641268
2025-07-26 06:00:00,,,,,,,,,,31.01661624519764
2025-07-26 07:00:00,,,,,,,,,,31.09405569484964
2025-07-26 08:00:00,,,,,,,,,,31.16596375524079
2025-07-26 09:00:00,,,,,,,,,,31.353917819399566
2025-07-26 10:00:00,,,,,,,,,,31.838668533827096
2025-07-26 11:00:00,,,,,,,,,,32.887398020267575
2025-07-26 12:00:00,,,,,,,,,,34.16344352411109
2025-07-26 13:00:00,,,,,,,,,,35.401115226463695
2025-07-26 14:00:00,,,,,,,,,,34.91517241266373
2025-07-26 15:00:00,,,,,,,,,,34.28572560339416
2025-07-26 16:00:00,,,,,,,,,,33.39524206122683
2025-07-26 17:00:00,,,,,,,,,,32.56921918717546
2025-07-26 18:00:00,,,,,,,,,,31.645845764062148
2025-07-26 19:00:00,,,,,,,,,,30.85566772130722
2025-07-26 20:00:00,,,,,,,,,,30.30918303453326
2025-07-26 21:00:00,,,,,,,,,,30.199796605818896
2025-07-26 22:00:00,,,,,,,,,,30.024274340040755
2025-07-26 23:00:00,,,,,,,,,,29.3751637231769
2025-07-27 00:00:00,,,,,,,,,,29.621521134725715
2025-07-27 01:00:00,,,,,,,,,,30.078765574693723
2025-07-27 02:00:00,,,,,,,,,,29.879305922122093
2025-07-27 03:00:00,,,,,,,,,,29.214772194141908
2025-07-27 04:00:00,,,,,,,,,,28.14752609796295
2025-07-27 05:00:00,,,,,,,,,,27.156511865796773
2025-07-27 06:00:00,,,,,,,,,,25.41201639977378
2025-07-27 06:15:00,,,,,,,,,0.04280414818105491,
2025-07-27 06:30:00,,,,,,,,,0.04279629585905743,
2025-07-27 06:45:00,,,,,,,,,0.04278501986837682,
2025-07-27 07:00:00,,,,,,,,,0.04277960836573942,23.665687245552334
2025-07-27 07:15:00,,,,,,,,,0.04277618478191951,
2025-07-27 07:30:00,,,,,,,,,0.04276972301589959,
2025-07-27 07:45:00,,,,,,,,,0.042755566744334825,
2025-07-27 08:00:00,,,,,,,,,0.04274965902980971,22.28887128654525
2025-07-27 08:15:00,,,,,,,,,0.04273392984148593,
2025-07-27 08:30:00,,,,,,,,,0.04272415193254571,
2025-07-27 08:45:00,,,,,,,,,0.04271813869557568,
2025-07-27 09:00:00,,,,,,,,,0.0427094342439889,21.043272660776882
2025-07-27 09:15:00,,,,,,,,,0.04270298549302355,
2025-07-27 09:30:00,,,,,,,,,0.042699905658123705,
2025-07-27 09:45:00,,,,,,,,,0.04269732136421654,
2025-07-27 10:00:00,,,,,,,,,0.04269467520434802,20.139457699919507
2025-07-27 10:15:00,,,,,,,,,0.04268937689793535,
2025-07-27 10:30:00,,,,,,,,,0.0426859424714119,
2025-07-27 10:45:00,,,,,,,,,0.042677715041193436,
2025-07-27 11:00:00,,,,,,,,,0.0426756678826308,20.772698505829243
2025-07-27 11:15:00,,,,,,,,,0.04267411230937849,
2025-07-27 11:30:00,,,,,,,,,0.04268176880764528,
2025-07-27 11:45:00,,,,,,,,,0.04268851051633318,
2025-07-27 12:00:00,,,,,,,,,0.0426887960261796,21.360707825602567
2025-07-27 12:15:00,,,,,,,,,0.0426869947747542,
2025-07-27 12:30:00,,,,,,,,,0.042685295126146335,
2025-07-27 12:45:00,,,,,,,,,0.04268366005187595,
2025-07-27 13:00:00,,,,,,,,,0.042684921780596914,21.93251349433046
2025-07-27 13:15:00,,,,,,,,,0.042688678503906105,
2025-07-27 13:30:00,,,,,,,,,0.04268910887420128,
2025-07-27 13:45:00,,,,,,,,,0.04269110768245646,
2025-07-27 14:00:00,,,,,,,,,0.04270520448239412,23.26629108279588
2025-07-27 14:15:00,,,,,,,,,0.0427224704948762,
2025-07-27 14:30:00,0.04391,0.043937,0.043227,0.043233,53.95117266073684,4.3996546316438245e-05,0.043896470666016076,0.042215429333983916,0.04272410964857919,
2025-07-27 14:35:00,0.043236,0.043333,0.042895,0.043003,49.26892204986063,-1.1204854288149454e-06,0.04387280078134894,0.042298599218651055,,
2025-07-27 14:40:00,0.043004,0.043011,0.042794,0.042838,46.173049213934235,-4.1903275969156905e-05,0.043858384396255036,0.04234081560374497,,
2025-07-27 14:45:00,0.04284,0.042971,0.042617,0.042763,44.795194327981044,-7.199245103430585e-05,0.04384108701427303,0.04238161298572697,0.042726111866337464,
2025-07-27 14:50:00,0.042766,0.042915,0.042603,0.042893,47.70803454822814,-8.05550443713323e-05,0.04383982531671206,0.042389374683287934,,
2025-07-27 14:55:00,0.042894,0.043034,0.042809,0.042935,48.65071563552836,-8.060868120383352e-05,0.04383555894856825,0.04241074105143175,,
2025-07-27 15:00:00,0.042927,0.043513,0.042906,0.043272,55.571520065164115,-5.6316322897671404e-05,0.043849686105101184,0.04243101389489882,0.042732263253453855,24.15224362499895
2025-07-27 15:05:00,0.043276,0.043329,0.042696,0.04277,45.692280527233386,-7.145247571402636e-05,0.04385388428765978,0.042402015712340216,,
2025-07-27 15:10:00,0.042775,0.043298,0.042768,0.043201,53.358814375844034,-5.0803458315470585e-05,0.04386170255463844,0.042425097445361555,,
2025-07-27 15:15:00,0.043197,0.043771,0.043162,0.0437,60.33957593147859,-4.3520526154913655e-06,0.04392295526601859,0.042460744733981405,0.04273845342400463,
2025-07-27 15:20:00,0.043701,0.043701,0.043103,0.043184,51.71932497219449,-8.928278814288368e-06,0.043916278136887046,0.042510621863112955,,
2025-07-27 15:25:00,0.043183,0.043393,0.04311,0.043313,53.50756035553827,-4.065000262725425e-06,0.04391090185461911,0.04257369814538089,,
2025-07-27 15:30:00,0.043316,0.043334,0.042839,0.04294,47.974497660241184,-2.556736638370016e-05,0.04391052477490552,0.042574975225094486,0.04273974395771917,
2025-07-27 15:35:00,0.042944,0.043087,0.042746,0.042836,46.52975531919724,-4.5242793468276785e-05,0.043918445428566696,0.042544154571433304,,
2025-07-27 15:40:00,0.042837,0.042987,0.042812,0.042922,47.926279211984436,-5.051323855530429e-05,0.043880033462805806,0.04251766653719419,,
2025-07-27 15:45:00,0.042922,0.042943,0.042427,0.042565,42.91550457797706,-7.463472973947145e-05,0.04383997212600312,0.042446227873996885,0.04273941017774303,
2025-07-27 15:50:00,0.042566,0.042663,0.042468,0.042622,43.92360219367069,-8.271658251847504e-05,0.04381025063264425,0.042387649367355756,,
2025-07-27 15:55:00,0.042627,0.042751,0.042553,0.042699,45.32818852474764,-7.885655550750648e-05,0.04376694004974288,0.04235165995025712,,
2025-07-27 16:00:00,0.042698,0.043157,0.042673,0.043157,52.88722515628882,-4.321967863556134e-05,0.04370518837743689,0.04237051162256311,0.04274483968860151,25.49717628952578
2025-07-27 16:05:00,0.043156,0.043332,0.042883,0.042943,49.44708113199561,-3.232079555883767e-05,0.043523576754619264,0.04245532324538073,,
2025-07-27 16:10:00,0.042943,0.043412,0.042901,0.043407,56.112874817660426,5.8434965004729e-06,0.04355312289122993,0.04244317710877007,,
2025-07-27 16:15:00,0.043406,0.0439,0.043391,0.043726,60.01630112861522,4.982970367396065e-05,0.04367360903325396,0.04239499096674605,0.04276347085449647,
2025-07-27 16:20:00,0.043726,0.043737,0.043149,0.043413,54.86038286623117,5.471280928102676e-05,0.04371603222793588,0.04241006777206412,,
2025-07-27 16:25:00,0.043411,0.04384,0.043279,0.043829,59.803072421469516,8.122924327782279e-05,0.04383353345630676,0.04239916654369324,,
2025-07-27 16:30:00,0.043826,0.043855,0.043484,0.043645,56.83853125590252,8.14392569486282e-05,0.043898674237553816,0.04240922576244619,0.04277634652042179,
2025-07-27 16:35:00,0.043647,0.044132,0.043617,0.044075,61.62600415706898,0.00010414833577948315,0.04404862355813593,0.04237327644186407,,
2025-07-27 16:40:00,0.044075,0.044368,0.043542,0.04362,54.710718049450456,8.305293773313907e-05,0.04408462385222259,0.04237207614777741,,
2025-07-27 16:45:00,0.043619,0.043799,0.043287,0.043337,50.88596105486895,4.6394941569642326e-05,0.04408756343041448,0.042425836569585526,0.04277829623123896,
2025-07-27 16:50:00,0.043333,0.043371,0.043079,0.043157,48.56062128034646,8.371759053956427e-06,0.044086174335302056,0.04242282566469795,,
2025-07-27 16:55:00,0.043159,0.043208,0.042721,0.042936,45.793689052573676,-3.1149462910269994e-05,0.04403265754421706,0.042399942455782935,,
2025-07-27 17:00:00,0.042942,0.043289,0.042826,0.043289,50.63233645800268,-3.2835524259708135e-05,0.04403835951879867,0.04240474048120134,0.04278951891312543,26.84860613242569
2025-07-27 17:05:00,0.043283,0.04365,0.043244,0.04358,54.25726321415322,-1.4600710157598257e-05,0.044065857014532105,0.042403942985467895,,
2025-07-27 17:10:00,0.043581,0.043916,0.043474,0.043739,56.15177578265449,6.773570007143995e-06,0.04412192479598918,0.042427775204010816,,
2025-07-27 17:15:00,0.043739,0.04383,0.04353,0.043786,56.72236593668896,2.1832114909045743e-05,0.044172201581159976,0.042472498418840016,0.04279788945607739,
2025-07-27 17:20:00,0.04379,0.044,0.043696,0.043871,57.792090233333994,3.45179969165156e-05,0.04423083951128861,0.04250876048871139,,
2025-07-27 17:25:00,0.04387,0.043975,0.043639,0.043903,58.210871646678335,4.159071521103429e-05,0.04424342575265708,0.042629974247342925,,
2025-07-27 17:30:00,0.043908,0.043935,0.043554,0.043636,53.445964538934824,2.5598172520832982e-05,0.0442055374241746,0.04276926257582539,0.04281912023489621,
2025-07-27 17:35:00,0.043636,0.044494,0.043482,0.044184,60.57840991422575,4.7940179206252e-05,0.044244588145076216,0.042878711854923784,,
2025-07-27 17:40:00,0.044177,0.044341,0.043944,0.044299,61.89768232397874,6.53960200690542e-05,0.04434631549533368,0.042891184504666315,,
2025-07-27 17:45:00,0.0443,0.04449,0.043933,0.044116,58.540355425773626,5.9707528256909207e-05,0.044365670411974936,0.04298912958802506,0.04282507736119611,
2025-07-27 17:50:00,0.044113,0.044308,0.044005,0.044064,57.58456587868989,4.803484567054677e-05,0.044406431262316186,0.04301406873768381,,
2025-07-27 17:55:00,0.044063,0.044199,0.04365,0.043652,50.543323798375205,1.0139449445220914e-05,0.0444031435615552,0.043009956438444796,,
2025-07-27 18:00:00,0.043658,0.043905,0.043523,0.043744,51.956047407649166,-1.0064303673503502e-05,0.04440661529609816,0.04303958470390184,0.042832699585967686,28.85626876346271
2025-07-27 18:05:00,0.043744,0.04415,0.043705,0.044051,56.42872671695407,-4.376427208815849e-06,0.0444313090588998,0.043037090941100205,,
2025-07-27 18:10:00,0.044045,0.044067,0.043634,0.043759,51.51623009968413,-2.0975152672429964e-05,0.04443586175182272,0.043043938248177274,,
2025-07-27 18:15:00,0.043759,0.043877,0.04338,0.043592,48.89454385457312,-4.264754125159496e-05,0.0443968860730428,0.04303461392695721,0.04283794976558439,
2025-07-27 18:20:00,0.043597,0.043823,0.043484,0.043653,49.89752748923735,-5.171627143349641e-05,0.04439775972837916,0.04303704027162085,,
2025-07-27 18:25:00,0.043652,0.043798,0.043526,0.043711,50.88455109084925,-5.2483456031673096e-05,0.04439379138659417,0.04307840861340583,,
2025-07-27 18:30:00,0.043711,0.043794,0.043463,0.043794,52.331763399740375,-4.629211359322418e-05,0.044369696948475985,0.043166203051524014,0.04288676732836166,
2025-07-27 18:35:00,0.043794,0.045581,0.043788,0.045456,70.85236429818491,6.480973864027357e-05,0.044748391215064076,0.043039508784935926,,
